Stkcd,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
002440.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600483.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002551.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300439.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600748.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603602.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600675.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
002155.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300364.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002717.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601616.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300147.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002354.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300066.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002413.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603803.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002022.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601886.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600665.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000024.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600131.XSHG,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
002733.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300737.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600782.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603999.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000540.XSHE,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
600557.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300054.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300494.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300391.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000750.XSHE,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
002202.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000728.XSHE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
002407.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600939.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300654.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603976.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000039.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002724.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601600.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000988.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300241.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601996.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000533.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603268.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601010.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002244.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000568.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600873.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600133.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600235.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603938.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300664.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300121.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300578.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002649.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000927.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
603767.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600070.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002919.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002409.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300490.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600969.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600233.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300547.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002925.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603393.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600137.XSHG,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
300523.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603299.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000962.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
002492.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300629.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000582.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002681.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600460.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000541.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603789.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002321.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002670.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002181.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300097.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603877.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600654.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
603611.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002661.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002365.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300452.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000426.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601998.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300597.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603858.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000860.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600795.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002381.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002860.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002892.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002352.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000793.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000809.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
600961.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
603868.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000407.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002789.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002816.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300438.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002469.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002008.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600638.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000748.XSHE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
300422.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000032.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300285.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600635.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600831.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300426.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600023.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300132.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603887.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300377.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300703.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603608.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600444.XSHG,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0
002832.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000609.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600997.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000560.XSHE,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
300040.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002536.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000893.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300526.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603628.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600482.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000096.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600288.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002508.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002447.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002878.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603123.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000559.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002015.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
300239.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002246.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300371.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000936.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603559.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000753.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300740.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300256.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601515.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000552.XSHE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
300338.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300561.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601689.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000404.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601098.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603131.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300006.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002746.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300476.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300530.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002243.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002180.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603997.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300108.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600232.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002547.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000591.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300085.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600406.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000922.XSHE,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
300185.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002616.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600755.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000060.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600143.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603538.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603787.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300739.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600301.XSHG,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
300472.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600588.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002379.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
000554.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600393.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000561.XSHE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
002703.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002810.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000827.XSHE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
603888.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600538.XSHG,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
600704.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601179.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000697.XSHE,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
603616.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603186.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300462.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002170.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300441.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300048.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600734.XSHG,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
002922.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601952.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603878.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000514.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603556.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603993.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601028.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000789.XSHE,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
300278.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000409.XSHE,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
603801.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000099.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603366.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002601.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600784.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300453.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600177.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000529.XSHE,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
603969.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002160.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
600596.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002013.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300525.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002144.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600006.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600191.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002584.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601069.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002853.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000783.XSHE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
300037.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600741.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600452.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600561.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600614.XSHG,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
002232.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300268.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002740.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002711.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002663.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002565.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601199.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600389.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002721.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300678.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002656.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600218.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000721.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300659.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002263.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600687.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000585.XSHE,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0
603958.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000977.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002745.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002443.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300349.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002817.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300398.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603000.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300311.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002577.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002062.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300089.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600589.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300176.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600622.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603103.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600811.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002901.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300146.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300113.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002679.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603607.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000603.XSHE,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
600216.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600695.XSHG,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
000908.XSHE,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0
600847.XSHG,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1
300705.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300638.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600381.XSHG,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0
002080.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601101.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000983.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002361.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002561.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300708.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002402.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000806.XSHE,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
603060.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600683.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600642.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600371.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600820.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000661.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603385.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603488.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002807.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002150.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600711.XSHG,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
603156.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603169.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000798.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600806.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
600601.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300092.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000029.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603278.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300139.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300170.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600279.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603300.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001979.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603639.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000832.XSHE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
300365.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002549.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600238.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600469.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002829.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002262.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000036.XSHE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
002375.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300043.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000504.XSHE,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1
300004.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600497.XSHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000831.XSHE,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
300655.XSHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
