ReportID,RelativeRecommendation,RelativeAnaExperience,RelativeCoNumber,RelativeNumber,IsStarAnalyst,AnalystExperience,FollowCoNumber,ForecastNumber,roe,LOSS
9950832,1.0,2.41,8.93,52.47,0.0,9.79,20.0,52.0,0.4759699135409982,1.0
9950831,0.0,-5.5,-9.07,-30.53,0.0,1.88,6.0,7.0,0.4759699135409982,1.0
9950830,1.0,-4.97,-9.07,-29.53,0.0,2.41,6.0,8.0,0.4759699135409982,1.0
9950829,0.5,2.14,3.25,7.0,1.0,8.8,11.0,25.0,0.4759699135409982,1.0
9950828,0.5,-3.86,-6.75,-21.0,0.0,2.8,6.0,13.0,0.4759699135409982,1.0
9950827,-0.5,3.78,3.25,8.25,0.0,10.37,12.0,30.0,0.4759699135409982,1.0
9950826,-0.5,-1.75,-0.5,2.0,1.0,4.89,10.0,36.0,0.4759699135409982,1.0
9971346,-1.0,19.76,11.89,72.56,0.0,28.66,17.0,23.0,0.5319446165096903,1.0
10053718,0.0,-0.71,-14.16,-57.79,0.0,10.93,21.0,51.0,0.20456368655818064,0.0
10012703,0.0,-3.08,-0.22,15.06,0.0,8.91,10.0,16.0,0.5319446165096903,1.0
10012541,0.0,-5.72,-12.95,-31.55,0.0,1.56,5.0,6.0,0.5319446165096903,1.0
10012556,0.0,-1.16,-4.11,-19.61,0.0,10.91,23.0,51.0,0.5319446165096903,1.0
9988015,0.0,-4.36,-5.24,-14.06,0.0,3.44,10.0,29.0,0.5072813911721089,1.0
9950999,0.0,-2.67,-8.56,-28.31,0.0,4.52,5.0,8.0,0.4759699135409982,1.0
9952065,-1.5,-7.08,-11.63,-34.13,0.0,4.52,5.0,8.0,0.4759699135409982,1.0
9917511,0.0,0.38,-4.0,-25.8,0.0,8.58,11.0,15.0,0.5072813911721089,1.0
10065473,0.0,7.13,-2.71,-29.86,0.0,20.76,57.0,128.0,0.20456368655818064,0.0
10065473,0.0,7.13,-2.71,-29.86,0.0,20.76,1.0,1.0,0.20456368655818064,0.0
9967147,-1.0,-2.74,3.0,-7.4,0.0,4.34,20.0,57.0,0.5072813911721089,1.0
9967248,0.0,6.92,7.16,38.0,0.0,14.97,18.0,38.0,0.550593850615855,1.0
9967188,-1.0,3.06,2.0,2.6,0.0,10.14,10.0,21.0,0.5072813911721089,1.0
10058493,1.0,-8.25,-25.89,-84.42,0.0,2.83,5.0,20.0,0.20456368655818064,0.0
10058291,0.0,-5.83,-2.11,-9.44,0.0,3.07,16.0,37.0,0.5319446165096903,1.0
9986716,0.0,-2.92,0.75,-15.7,0.0,4.76,17.0,22.0,0.5072813911721089,1.0
10003892,0.0,3.46,3.16,-14.0,0.0,11.51,30.0,68.0,0.550593850615855,1.0
10075952,0.0,-1.64,-10.5,-20.5,0.0,3.09,8.0,29.0,0.20456368655818064,0.0
10059863,0.0,-3.81,-18.61,-53.11,1.0,6.71,12.0,33.0,0.20456368655818064,0.0
10060074,0.0,-8.12,-16.0,-65.44,0.0,3.48,12.0,21.0,0.20456368655818064,0.0
10060017,0.0,-4.25,1.17,-12.33,0.0,3.07,16.0,37.0,0.5319446165096903,1.0
10076308,0.0,-1.54,13.5,-6.5,0.0,3.19,38.0,51.0,0.20456368655818064,0.0
10076088,1.0,-1.66,0.3,-2.6,1.0,3.54,20.0,59.0,0.20456368655818064,0.0
10076135,0.0,-3.68,-9.5,-38.5,0.0,1.04,9.0,12.0,0.20456368655818064,0.0
9991947,0.0,15.54,13.95,156.82,1.0,23.44,25.0,64.0,0.5072813911721089,1.0
10010226,0.0,6.61,-0.58,35.63,0.0,18.48,5.0,9.0,0.5319446165096903,1.0
10010142,1.0,-9.01,-14.11,-50.61,0.0,3.06,5.0,8.0,0.5319446165096903,1.0
10035694,0.0,-4.65,-0.15,-12.45,0.0,3.11,21.0,31.0,0.5319446165096903,1.0
9951228,0.0,-1.1,-2.79,8.0,1.0,8.94,8.0,15.0,0.5072813911721089,1.0
9951227,0.0,-5.22,0.21,-22.0,0.0,4.82,14.0,15.0,0.5072813911721089,1.0
9951226,0.0,-1.47,0.21,-1.0,0.0,8.58,17.0,27.0,0.5072813911721089,1.0
9951341,0.0,0.76,1.0,15.94,0.0,10.72,11.0,20.0,0.5072813911721089,1.0
9951340,1.0,-1.5,2.07,-14.93,0.0,8.42,14.0,34.0,0.5072813911721089,1.0
9951339,1.0,-1.17,0.21,-11.0,1.0,8.88,9.0,13.0,0.5072813911721089,1.0
9951338,0.0,4.38,1.21,12.0,0.0,14.42,10.0,39.0,0.5072813911721089,1.0
9951336,-1.0,13.4,14.21,114.0,1.0,23.44,25.0,64.0,0.5072813911721089,1.0
9951335,-1.0,-3.12,5.93,-12.53,0.0,4.27,19.0,23.0,0.4759699135409982,1.0
9951425,0.0,5.12,-13.33,-11.33,1.0,11.39,10.0,14.0,0.3212154601187696,0.0
9951423,0.0,0.59,-7.43,-9.43,0.0,7.98,11.0,12.0,0.3212154601187696,0.0
9951422,0.0,0.02,-3.43,0.57,0.0,7.41,20.0,27.0,0.3212154601187696,0.0
9951398,0.0,4.86,4.5,7.0,1.0,11.39,10.0,14.0,0.3212154601187696,0.0
9951395,-1.0,-2.68,-12.63,-19.88,0.0,4.16,11.0,20.0,0.3212154601187696,0.0
9951394,1.0,0.71,-7.43,-8.71,0.0,7.98,11.0,12.0,0.3212154601187696,0.0
9951393,1.0,-2.83,-12.0,-17.17,0.0,3.88,10.0,13.0,0.3212154601187696,0.0
9951392,0.0,-0.15,-3.4,8.4,0.0,7.22,19.0,37.0,0.3212154601187696,0.0
9951391,0.0,3.74,-5.4,4.2,1.0,11.14,14.0,22.0,0.3212154601187696,0.0
9951390,0.0,0.73,-4.75,-4.75,0.0,7.22,19.0,37.0,0.3212154601187696,0.0
9972454,0.0,-2.66,-7.25,-19.0,0.0,4.08,25.0,57.0,0.550593850615855,1.0
9972537,1.0,-4.93,-1.11,-0.44,0.0,3.97,18.0,49.0,0.5319446165096903,1.0
9951000,0.0,3.18,-0.69,2.31,0.0,10.37,12.0,30.0,0.4759699135409982,1.0
10041371,0.0,4.57,6.52,-16.76,0.0,12.87,13.0,15.0,0.550593850615855,1.0
10041322,0.0,-0.86,-10.33,-17.83,0.0,3.22,10.0,14.0,0.550593850615855,1.0
10020242,1.0,-4.49,-9.29,-26.0,0.0,2.07,6.0,11.0,0.5319446165096903,1.0
9983812,0.0,16.0,15.46,138.54,1.0,23.44,25.0,64.0,0.5072813911721089,1.0
10075171,1.0,-1.48,13.5,27.5,0.0,3.24,31.0,91.0,0.20456368655818064,0.0
10056355,0.0,-9.54,-18.93,-74.71,0.0,3.09,8.0,29.0,0.20456368655818064,0.0
10075023,0.0,-3.28,-15.5,-44.5,0.0,1.44,6.0,8.0,0.20456368655818064,0.0
10054707,1.0,-5.92,0.0,-25.44,0.0,5.68,21.0,42.0,0.20456368655818064,0.0
9962950,0.0,0.13,-25.25,-63.0,0.0,6.87,9.0,12.0,0.550593850615855,1.0
9997809,0.0,4.89,-7.33,41.39,1.0,17.06,14.0,48.0,0.550593850615855,1.0
9982258,1.0,0.36,6.67,-16.17,0.0,11.78,5.0,6.0,0.5319446165096903,1.0
9982084,-1.0,0.97,-8.24,-18.06,0.0,8.78,5.0,7.0,0.5072813911721089,1.0
10056998,0.0,-5.92,-12.93,-49.71,1.0,6.71,12.0,33.0,0.20456368655818064,0.0
10023691,0.0,-0.76,2.67,-6.83,0.0,3.32,41.0,50.0,0.550593850615855,1.0
10009055,1.0,-8.38,-12.47,-45.2,0.0,3.06,5.0,8.0,0.5319446165096903,1.0
9989456,0.0,-2.95,-0.24,10.94,0.0,4.86,16.0,42.0,0.5072813911721089,1.0
9989382,1.0,5.38,1.89,10.67,1.0,12.86,9.0,15.0,0.5072813911721089,1.0
9989075,1.0,6.23,-2.0,26.5,0.0,18.26,16.0,62.0,0.550593850615855,1.0
9968691,1.0,-5.02,-7.23,-24.73,0.0,1.71,15.0,28.0,0.5319446165096903,1.0
10057109,0.0,-9.13,-4.93,-59.71,0.0,3.5,28.0,80.0,0.20456368655818064,0.0
10077747,1.0,5.73,5.3,14.4,0.0,10.93,21.0,51.0,0.20456368655818064,0.0
10063657,0.0,5.33,12.85,-2.95,0.0,18.03,25.0,40.0,0.20456368655818064,0.0
10063672,0.0,-1.77,-13.15,-49.95,0.0,10.93,21.0,51.0,0.20456368655818064,0.0
10063676,0.0,12.33,7.85,118.05,1.0,25.03,26.0,77.0,0.20456368655818064,0.0
10042702,0.0,-8.23,-23.5,-65.95,1.0,2.64,8.0,23.0,0.550593850615855,1.0
10002392,0.0,1.29,-2.32,15.53,1.0,13.0,16.0,33.0,0.5319446165096903,1.0
10021491,0.0,-0.17,-4.4,-26.4,0.0,11.56,10.0,29.0,0.550593850615855,1.0
9979914,0.0,-6.59,-9.78,-44.61,0.0,5.57,17.0,41.0,0.550593850615855,1.0
9963747,0.0,-5.43,-9.93,-32.21,0.0,1.58,11.0,16.0,0.5072813911721089,1.0
9963667,0.0,-6.75,-13.0,-42.25,0.0,1.6,7.0,9.0,0.5319446165096903,1.0
10077431,0.0,-4.06,-14.27,-44.18,0.0,0.74,4.0,5.0,0.20456368655818064,0.0
10048185,1.0,-9.8,-21.93,-78.71,0.0,2.83,5.0,20.0,0.20456368655818064,0.0
10048321,0.0,23.09,24.07,89.29,0.0,36.19,18.0,29.0,0.20456368655818064,0.0
10061234,1.0,21.4,70.2,137.6,1.0,33.54,43.0,86.0,0.20456368655818064,0.0
10019807,0.0,-1.28,-6.15,-22.45,0.0,6.49,10.0,14.0,0.5319446165096903,1.0
10019602,0.0,7.01,0.85,44.55,0.0,14.78,13.0,23.0,0.5319446165096903,1.0
10036819,-0.5,-3.13,-15.5,-26.5,0.0,1.82,2.0,2.0,0.550593850615855,1.0
9982694,0.0,8.89,7.67,54.33,0.0,18.83,16.0,39.0,0.550593850615855,1.0
9982806,1.0,-5.38,-1.54,-24.46,0.0,2.06,11.0,15.0,0.5072813911721089,1.0
9982804,0.0,7.59,7.6,42.2,0.0,14.42,10.0,39.0,0.5072813911721089,1.0
9965691,0.0,0.37,2.46,5.54,0.0,7.81,16.0,37.0,0.5072813911721089,1.0
9982512,-0.5,-6.2,-10.0,-32.25,0.0,6.86,5.0,7.0,0.5072813911721089,1.0
9982619,0.0,-4.7,-0.54,-21.46,0.0,2.74,20.0,27.0,0.5072813911721089,1.0
9965408,0.0,-7.03,-7.0,-44.0,0.0,10.92,2.0,4.0,0.20456368655818064,0.0
10009604,0.0,-0.4,8.0,24.67,0.0,8.9,33.0,61.0,0.5319446165096903,1.0
9935011,0.0,-6.94,-17.67,-45.44,0.0,2.43,3.0,4.0,0.4759699135409982,1.0
9981626,-1.0,1.34,-5.54,-21.46,0.0,8.78,5.0,7.0,0.5072813911721089,1.0
9981318,0.0,-2.48,-4.84,-28.0,0.0,5.57,17.0,41.0,0.550593850615855,1.0
9995308,0.0,-9.11,-24.33,-69.61,0.0,3.06,7.0,8.0,0.550593850615855,1.0
10018068,0.0,-3.38,-3.14,-14.86,1.0,4.2,13.0,24.0,0.5319446165096903,1.0
9915167,0.0,-4.43,-5.25,-9.5,0.0,0.82,1.0,1.0,0.43323311972892475,1.0
10038671,0.0,-5.4,-16.84,-54.0,1.0,2.64,8.0,23.0,0.550593850615855,1.0
10002964,0.0,-0.53,-3.47,-15.2,0.0,10.91,23.0,51.0,0.5319446165096903,1.0
10002873,0.0,4.1,-0.11,43.56,1.0,13.0,16.0,33.0,0.5319446165096903,1.0
10002779,0.0,1.48,-3.25,13.81,1.0,13.0,16.0,33.0,0.5319446165096903,1.0
9961035,1.0,-4.95,-12.15,-31.45,0.0,2.81,4.0,4.0,0.5319446165096903,1.0
9961202,1.0,6.24,1.0,38.56,0.0,18.26,16.0,62.0,0.550593850615855,1.0
9949341,1.0,6.06,26.75,62.33,0.0,16.74,35.0,110.0,0.4759699135409982,1.0
9949340,1.0,7.18,1.75,-2.67,1.0,17.87,6.0,11.0,0.4759699135409982,1.0
10050367,1.0,12.4,12.07,100.29,1.0,25.03,26.0,77.0,0.20456368655818064,0.0
10064563,1.0,-9.87,-28.15,-81.95,0.0,2.83,5.0,20.0,0.20456368655818064,0.0
10064820,0.0,-9.62,-26.15,-73.95,0.0,3.09,8.0,29.0,0.20456368655818064,0.0
10090175,0.0,-1.96,-0.67,-20.27,0.0,4.76,17.0,22.0,0.5072813911721089,1.0
10011801,0.0,17.22,10.53,55.8,0.0,28.66,17.0,23.0,0.5319446165096903,1.0
10011965,0.0,-2.81,0.68,17.37,0.0,8.91,10.0,16.0,0.5319446165096903,1.0
9990167,1.0,-5.36,-11.35,-34.53,0.0,1.04,2.0,3.0,0.5072813911721089,1.0
9968918,-1.0,-6.64,-10.86,-53.86,0.0,4.32,2.0,2.0,0.5319446165096903,1.0
10005938,0.0,-7.67,-11.47,-40.27,0.0,3.76,9.0,24.0,0.5319446165096903,1.0
10005906,0.0,-2.53,2.53,17.8,0.0,8.91,10.0,16.0,0.5319446165096903,1.0
10043928,1.0,-2.22,-1.0,1.94,0.0,7.73,14.0,56.0,0.5072813911721089,1.0
10043927,0.0,-7.41,-8.33,-18.33,0.0,7.73,14.0,56.0,0.5072813911721089,1.0
10043926,0.0,-3.96,-6.0,-4.67,0.0,7.73,14.0,56.0,0.5072813911721089,1.0
10043925,1.0,-0.23,-7.85,0.62,0.0,3.68,10.0,33.0,0.4759699135409982,1.0
10043785,1.0,-2.38,-8.25,-10.75,0.0,3.68,10.0,33.0,0.4759699135409982,1.0
10043784,1.0,-3.7,-5.07,-12.53,0.0,3.68,10.0,33.0,0.4759699135409982,1.0
10043783,0.0,-4.86,-8.36,-26.55,0.0,3.68,10.0,33.0,0.4759699135409982,1.0
10043782,0.0,-10.3,-16.33,-35.67,0.0,3.68,10.0,33.0,0.4759699135409982,1.0
10043979,-1.0,-1.05,6.5,-29.25,0.0,17.87,19.0,47.0,0.20456368655818064,0.0
10066379,1.0,-6.87,-11.71,-73.86,0.0,6.76,31.0,53.0,0.20456368655818064,0.0
10066245,1.0,-7.03,-6.15,-26.95,0.0,5.68,21.0,42.0,0.20456368655818064,0.0
10066266,0.0,-6.92,-29.71,-83.86,1.0,6.71,12.0,33.0,0.20456368655818064,0.0
10056761,1.0,11.05,36.72,274.39,0.0,21.62,55.0,194.0,0.20456368655818064,0.0
10009333,-0.5,-4.11,-11.25,-18.5,0.0,3.76,9.0,24.0,0.5319446165096903,1.0
9990567,0.0,-4.22,-6.9,-14.45,0.0,3.44,10.0,29.0,0.5072813911721089,1.0
9990595,0.0,7.33,2.6,24.3,0.0,18.48,5.0,9.0,0.5319446165096903,1.0
9990550,1.0,6.04,3.0,4.75,1.0,12.86,9.0,15.0,0.5072813911721089,1.0
10056376,1.0,8.99,42.07,263.29,0.0,21.62,55.0,194.0,0.20456368655818064,0.0
10056516,1.0,-7.74,-26.28,-83.61,0.0,2.83,5.0,20.0,0.20456368655818064,0.0
9952407,-1.0,5.41,-0.33,22.33,1.0,19.39,25.0,86.0,0.4759699135409982,1.0
9952406,0.0,1.48,19.0,36.25,0.0,16.74,35.0,110.0,0.4759699135409982,1.0
9952405,0.0,-6.06,-7.33,-12.0,1.0,8.8,11.0,25.0,0.4759699135409982,1.0
9952404,0.5,-0.06,-1.0,-5.0,1.0,17.87,6.0,11.0,0.4759699135409982,1.0
9952403,1.0,4.71,4.92,1.5,0.0,12.68,38.0,51.0,0.43323311972892475,1.0
9952402,0.0,-1.67,-4.08,-8.5,0.0,6.3,6.0,9.0,0.43323311972892475,1.0
9952401,0.0,7.35,4.92,28.5,1.0,15.32,10.0,14.0,0.43323311972892475,1.0
9952400,1.0,-2.25,5.92,15.5,0.0,5.72,12.0,22.0,0.43323311972892475,1.0
9952399,1.0,5.83,6.92,7.5,1.0,13.8,5.0,8.0,0.43323311972892475,1.0
9952398,0.0,-5.56,-6.08,-11.5,0.0,2.41,4.0,7.0,0.43323311972892475,1.0
9952561,-0.5,7.29,3.33,-1.5,0.0,20.54,12.0,23.0,0.4759699135409982,1.0
9952237,-3.0,-5.02,-13.05,-34.05,0.0,1.5,5.0,7.0,0.4759699135409982,1.0
9952246,1.0,4.9,-3.85,5.62,1.0,8.8,11.0,25.0,0.4759699135409982,1.0
9952245,-1.0,-3.14,-11.85,-25.38,0.0,0.77,7.0,8.0,0.4759699135409982,1.0
9952244,0.0,-2.51,-11.85,-24.38,0.0,1.39,5.0,7.0,0.4759699135409982,1.0
9952243,-2.5,-2.74,-17.0,-32.75,0.0,1.5,5.0,7.0,0.4759699135409982,1.0
9952242,0.5,0.65,-12.0,0.25,1.0,4.89,10.0,36.0,0.4759699135409982,1.0
9952241,-0.5,-1.44,-17.0,-27.75,0.0,2.8,6.0,13.0,0.4759699135409982,1.0
9967605,0.0,-2.39,69.16,188.0,0.0,5.66,100.0,280.0,0.550593850615855,1.0
9967583,0.0,-4.91,-17.82,-56.64,0.0,3.06,7.0,8.0,0.550593850615855,1.0
9968052,1.0,9.51,28.16,168.0,0.0,17.56,42.0,106.0,0.550593850615855,1.0
9987183,0.0,1.21,-7.24,-27.06,0.0,9.01,8.0,10.0,0.5072813911721089,1.0
9987737,0.0,-0.97,-10.0,-26.95,0.0,6.49,7.0,11.0,0.5072813911721089,1.0
10006809,0.0,-8.06,-7.47,-40.2,0.0,3.38,12.0,18.0,0.5319446165096903,1.0
10027366,0.0,-5.0,-16.84,-46.0,0.0,3.04,7.0,26.0,0.550593850615855,1.0
10027291,0.0,-8.79,-21.92,-71.08,0.0,3.4,11.0,14.0,0.550593850615855,1.0
10043006,0.0,-4.09,-24.25,-56.0,1.0,2.64,8.0,23.0,0.550593850615855,1.0
10027186,1.0,17.87,3.67,9.39,1.0,30.03,18.0,40.0,0.550593850615855,1.0
10061855,0.0,7.45,37.0,269.38,0.0,21.62,55.0,194.0,0.20456368655818064,0.0
9930011,0.0,-3.69,-25.25,-49.0,0.0,3.04,7.0,26.0,0.550593850615855,1.0
10063262,0.0,-5.59,-23.15,-52.95,0.0,7.11,8.0,32.0,0.20456368655818064,0.0
10063203,-1.0,-11.89,-41.0,-148.25,0.0,3.09,8.0,29.0,0.20456368655818064,0.0
9991412,0.0,-2.72,-3.38,-24.63,0.0,7.5,8.0,10.0,0.5319446165096903,1.0
9964906,0.0,-6.17,-14.15,-33.45,0.0,1.6,7.0,9.0,0.5319446165096903,1.0
9964588,0.0,-5.06,3.76,-12.06,0.0,2.74,20.0,27.0,0.5072813911721089,1.0
9964615,0.0,6.75,0.75,35.3,0.0,14.42,10.0,39.0,0.5072813911721089,1.0
9994896,1.0,0.78,9.63,1.38,1.0,11.0,21.0,32.0,0.5319446165096903,1.0
9994466,0.0,-1.95,0.53,-21.2,0.0,9.49,15.0,24.0,0.5319446165096903,1.0
10064958,0.0,-7.77,-9.15,-49.95,0.0,4.93,23.0,52.0,0.20456368655818064,0.0
10064964,1.0,19.92,67.29,120.14,1.0,33.54,43.0,86.0,0.20456368655818064,0.0
10082777,0.0,-1.06,12.82,39.91,0.0,3.24,31.0,91.0,0.20456368655818064,0.0
10065362,1.0,-9.7,-28.27,-79.23,0.0,2.83,5.0,20.0,0.20456368655818064,0.0
9830969,0.5,-2.32,5.5,-3.0,1.0,2.03,40.0,73.0,-0.009852505417074128,0.0
9803889,0.5,-2.22,5.5,-3.0,1.0,2.03,40.0,73.0,-0.009852505417074128,0.0
9792623,0.5,-2.29,5.5,-5.0,1.0,2.03,40.0,73.0,-0.009852505417074128,0.0
9966221,-1.0,-3.44,-4.0,-24.0,0.0,1.82,10.0,20.0,0.07986163330407305,1.0
9988691,1.5,-2.97,-8.5,-4.0,1.0,9.24,19.0,54.0,0.07986163330407305,1.0
9949686,0.5,-5.42,-14.0,-24.5,0.0,4.46,4.0,4.0,0.07986163330407305,1.0
9949685,0.5,-2.94,0.5,-3.0,0.0,3.58,8.0,9.0,-0.13349732337221526,0.0
9949683,-0.5,-6.84,-3.0,-18.0,0.0,4.83,13.0,15.0,-0.13349732337221526,0.0
9915411,-0.5,5.76,13.5,25.0,0.0,15.36,25.0,32.0,0.07986163330407305,1.0
9981458,-0.5,0.08,-5.5,-12.0,0.0,3.12,10.0,14.0,-0.020132787789301335,1.0
9982706,0.0,-6.79,-12.0,-33.0,0.0,1.82,10.0,20.0,0.07986163330407305,1.0
9817493,0.0,2.01,4.5,58.5,0.0,6.01,30.0,123.0,0.10048682560941155,1.0
9807367,-1.0,-1.08,0.5,15.5,0.0,2.92,26.0,122.0,0.10048682560941155,1.0
9803007,0.0,-7.29,-16.57,-50.29,0.0,3.43,20.0,45.0,0.10048682560941155,1.0
9792695,0.0,-1.97,-5.2,-53.0,0.0,1.52,23.0,47.0,0.10048682560941155,1.0
9768535,1.0,-0.5,-10.0,-53.33,0.0,3.43,20.0,45.0,0.10048682560941155,1.0
9765885,0.0,22.13,21.0,-17.0,0.0,34.18,12.0,14.0,0.10048682560941155,1.0
9755607,-1.0,15.89,27.4,-6.2,0.0,23.52,46.0,70.0,0.10048682560941155,1.0
9748327,0.0,0.27,2.5,-8.5,0.0,4.27,29.0,100.0,0.10048682560941155,1.0
9681071,-0.5,-12.12,-17.67,-116.0,0.0,2.92,26.0,122.0,0.10048682560941155,1.0
9677001,1.0,-0.87,-14.33,-41.33,0.0,3.43,20.0,45.0,0.10048682560941155,1.0
9643039,0.0,-5.32,-11.57,-111.71,0.0,1.52,23.0,47.0,0.10048682560941155,1.0
9623807,0.0,-3.4,-10.57,-102.86,0.0,3.43,20.0,45.0,0.10048682560941155,1.0
9617381,0.5,-1.38,-2.75,-84.25,0.0,4.27,29.0,100.0,0.10048682560941155,1.0
9617035,-0.5,6.39,16.25,271.75,0.0,12.03,39.0,258.0,0.10048682560941155,1.0
9614399,-0.5,-2.73,-1.75,-60.25,0.0,2.92,26.0,122.0,0.10048682560941155,1.0
9615979,0.0,10.3,2.43,28.29,0.0,17.14,21.0,76.0,0.10048682560941155,1.0
9419083,-1.0,-10.0,-13.0,-99.25,0.0,2.92,26.0,122.0,0.10048682560941155,1.0
9357285,0.0,-5.77,-13.73,-72.27,0.0,4.27,29.0,100.0,0.10048682560941155,1.0
9341583,0.0,4.77,-6.33,21.44,0.0,17.14,21.0,76.0,0.10048682560941155,1.0
9339881,0.0,23.09,67.29,164.0,1.0,36.19,22.0,46.0,0.10048682560941155,1.0
9336595,-1.0,-9.45,-16.33,-96.56,0.0,2.92,26.0,122.0,0.10048682560941155,1.0
9334397,-1.0,-0.47,6.29,200.0,0.0,12.03,39.0,258.0,0.10048682560941155,1.0
9333265,0.0,-8.24,-19.71,-93.0,0.0,4.27,29.0,100.0,0.10048682560941155,1.0
9332255,0.0,-4.03,-1.73,0.73,0.0,6.01,30.0,123.0,0.10048682560941155,1.0
9330647,-1.0,-7.12,-11.73,-77.27,0.0,2.92,26.0,122.0,0.10048682560941155,1.0
9329535,-1.0,1.42,11.3,207.9,0.0,12.03,39.0,258.0,0.10048682560941155,1.0
9327417,0.0,-2.93,-10.73,-62.27,1.0,7.11,12.0,17.0,0.10048682560941155,1.0
9276083,0.0,-6.4,-18.89,-61.33,0.0,4.27,29.0,100.0,0.10048682560941155,1.0
9247385,-1.0,-6.35,-9.38,-34.38,0.0,5.27,23.0,43.0,0.10048682560941155,1.0
9193899,0.0,-1.91,-1.5,-22.5,0.0,6.01,30.0,123.0,0.10048682560941155,1.0
9192473,0.0,-5.84,-10.25,-35.0,0.0,6.0,7.0,7.0,0.10048682560941155,1.0
9192123,-1.0,-9.74,-14.6,-55.6,0.0,5.27,23.0,43.0,0.10048682560941155,1.0
9191975,0.0,-4.73,-14.25,-45.0,1.0,7.11,12.0,17.0,0.10048682560941155,1.0
9190601,0.0,1.91,1.5,22.5,1.0,9.83,15.0,39.0,0.10048682560941155,1.0
9189261,0.0,-11.57,-30.6,-88.6,0.0,3.43,20.0,45.0,0.10048682560941155,1.0
9188763,0.0,23.09,65.4,170.4,1.0,36.19,22.0,46.0,0.10048682560941155,1.0
9049331,-1.0,1.89,-12.8,-60.5,0.0,12.9,3.0,7.0,0.05510128646629203,1.0
8932027,0.0,0.0,-1.0,-4.0,0.0,1.93,17.0,31.0,0.05510128646629203,1.0
8846275,0.0,-4.47,-6.8,-86.4,0.0,1.94,20.0,42.0,0.05510128646629203,1.0
8802027,0.0,1.22,-2.88,-33.25,0.0,13.08,17.0,70.0,0.05510128646629203,1.0
8800681,0.0,-9.92,-9.88,-95.25,0.0,1.93,17.0,31.0,0.05510128646629203,1.0
8799891,-2.0,23.09,22.13,163.75,1.0,36.19,20.0,54.0,0.05510128646629203,1.0
8793489,0.0,-0.84,2.67,16.0,0.0,7.97,28.0,153.0,0.05510128646629203,1.0
8792509,-1.0,-3.0,-3.8,-56.4,0.0,3.42,19.0,49.0,0.05510128646629203,1.0
8791423,0.0,-0.65,-7.8,-32.4,1.0,5.77,19.0,63.0,0.05510128646629203,1.0
8767367,0.0,3.78,10.5,74.5,1.0,13.07,26.0,70.0,0.05510128646629203,1.0
8701059,0.0,-3.6,-12.0,-73.5,1.0,5.77,19.0,63.0,0.05510128646629203,1.0
8677453,0.0,3.71,12.0,74.5,1.0,13.07,26.0,70.0,0.05510128646629203,1.0
8651661,0.0,-0.83,-0.25,5.25,1.0,5.77,19.0,63.0,0.05510128646629203,1.0
8511573,0.0,0.07,-14.77,-60.08,0.0,9.88,6.0,8.0,0.05510128646629203,1.0
8506725,0.0,-5.64,-4.83,-15.67,1.0,5.83,17.0,52.0,0.05510128646629203,1.0
8506397,0.0,-5.6,-5.17,-14.33,1.0,5.83,17.0,52.0,0.05510128646629203,1.0
8498487,0.0,-6.81,-16.0,-72.83,1.0,3.04,12.0,22.0,0.05510128646629203,1.0
8492021,0.0,-4.7,-11.36,-41.09,1.0,5.77,19.0,63.0,0.05510128646629203,1.0
8474611,-1.0,16.99,4.0,-44.55,0.0,27.54,6.0,7.0,0.05510128646629203,1.0
8469307,0.0,2.38,11.2,22.4,0.0,13.57,26.0,37.0,0.05510128646629203,1.0
8466143,-1.0,-7.13,-8.0,-52.55,0.0,3.42,19.0,49.0,0.05510128646629203,1.0
8463863,0.0,-4.72,-4.0,-1.55,1.0,5.83,17.0,52.0,0.05510128646629203,1.0
8463547,-1.0,1.94,-11.56,-52.11,0.0,12.9,3.0,7.0,0.05510128646629203,1.0
8458735,0.0,-5.19,-10.56,-45.11,1.0,5.77,19.0,63.0,0.05510128646629203,1.0
8458095,0.0,-5.18,3.44,0.89,1.0,5.78,22.0,53.0,0.05510128646629203,1.0
8457675,-1.0,-2.74,2.13,17.5,0.0,7.97,28.0,153.0,0.05510128646629203,1.0
8457539,0.0,2.11,13.44,106.89,1.0,13.07,26.0,70.0,0.05510128646629203,1.0
8447871,0.0,1.96,11.43,100.86,1.0,13.07,26.0,70.0,0.05510128646629203,1.0
8444623,0.0,1.95,11.57,98.43,1.0,13.07,26.0,70.0,0.05510128646629203,1.0
8430909,0.0,-5.61,-11.33,-44.0,1.0,5.77,19.0,63.0,0.05510128646629203,1.0
8430317,0.0,-5.6,2.67,-8.0,1.0,5.78,22.0,53.0,0.05510128646629203,1.0
8392275,0.0,1.66,11.83,97.17,1.0,13.07,26.0,70.0,0.05510128646629203,1.0
8376491,0.0,-5.67,-11.17,-42.33,1.0,5.77,19.0,63.0,0.05510128646629203,1.0
8376443,0.0,-5.66,-11.17,-41.67,1.0,5.77,19.0,63.0,0.05510128646629203,1.0
8362927,0.0,1.59,11.17,95.33,1.0,13.07,26.0,70.0,0.05510128646629203,1.0
8361153,0.0,-5.71,-10.83,-41.67,1.0,5.77,19.0,63.0,0.05510128646629203,1.0
8360563,0.0,-5.57,3.2,-9.2,1.0,5.78,22.0,53.0,0.05510128646629203,1.0
