ReportID,RelativeRecommendation,RelativeAnaExperience,RelativeCoNumber,RelativeNumber,IsStarAnalyst,AnalystExperience,FollowCoNumber,ForecastNumber,roe,LOSS
9240419,0.0,0.37,2.67,17.17,0.0,9.52,21.0,71.0,0.059392958103194324,0.0
9212425,0.0,8.62,20.4,57.8,0.0,17.83,22.0,50.0,0.059392958103194324,0.0
9211185,0.0,-2.74,-13.6,-48.2,0.0,6.48,19.0,60.0,0.059392958103194324,0.0
9210433,0.0,-3.37,-15.6,-62.2,0.0,5.84,7.0,8.0,0.059392958103194324,0.0
9210433,0.0,-3.37,-15.6,-62.2,0.0,5.84,9.0,19.0,0.059392958103194324,0.0
9209827,0.0,-2.58,3.4,-18.2,0.0,6.63,30.0,63.0,0.059392958103194324,0.0
9053075,0.0,-0.63,-6.5,-17.0,0.0,1.78,8.0,13.0,0.0688165605076044,0.0
8998317,0.0,-2.8,3.2,-10.0,0.0,2.57,25.0,55.0,0.0688165605076044,0.0
8985971,0.0,-1.97,-7.75,-36.0,0.0,4.16,15.0,32.0,0.0688165605076044,0.0
8908263,0.0,-4.66,-14.0,-55.33,0.0,2.41,10.0,20.0,0.0688165605076044,0.0
8871343,0.0,9.04,14.0,42.5,0.0,13.77,29.0,68.0,0.0688165605076044,0.0
8746025,0.0,0.51,9.0,14.0,1.0,2.82,35.0,79.0,0.0688165605076044,0.0
8743333,0.0,-0.31,0.5,0.0,0.0,1.78,8.0,13.0,0.0688165605076044,0.0
8561923,0.0,-0.38,9.25,11.5,1.0,3.18,25.0,54.0,0.0688165605076044,0.0
8413883,0.0,-3.49,-15.29,-41.29,1.0,2.82,35.0,79.0,0.0688165605076044,0.0
8395689,0.0,-2.75,-15.83,-41.67,0.0,4.16,15.0,32.0,0.0688165605076044,0.0
8392819,0.0,-4.84,-5.5,-34.25,1.0,3.18,25.0,54.0,0.0688165605076044,0.0
8323867,0.0,4.67,-2.67,-35.33,0.0,14.58,7.0,10.0,0.0688165605076044,0.0
8277523,1.0,-0.25,-2.67,-2.33,0.0,9.73,24.0,52.0,0.0688165605076044,0.0
8277273,0.0,-4.42,4.0,34.5,1.0,5.7,19.0,35.0,0.0688165605076044,0.0
8274087,0.0,4.51,-4.0,-32.5,0.0,14.58,7.0,10.0,0.0688165605076044,0.0
7872265,1.0,6.39,2.2,27.6,0.0,15.03,14.0,28.0,0.05299612687733168,0.0
7836883,0.0,-5.4,-9.29,-54.43,0.0,1.5,7.0,13.0,0.05299612687733168,0.0
7836875,0.0,-4.59,8.25,-15.13,1.0,1.64,25.0,68.0,0.05299612687733168,0.0
7833147,1.0,-4.93,-8.29,-55.43,0.0,1.97,8.0,10.0,0.05299612687733168,0.0
7832347,0.0,-1.22,1.71,-16.43,0.0,5.68,14.0,45.0,0.05299612687733168,0.0
7832051,0.0,1.63,-3.29,-1.43,0.0,8.53,11.0,43.0,0.05299612687733168,0.0
7825535,-1.0,-0.89,-0.8,-22.4,0.0,7.76,13.0,32.0,0.05299612687733168,0.0
7793709,-1.0,1.17,-1.0,-6.57,0.0,7.76,13.0,32.0,0.05299612687733168,0.0
7757909,1.0,8.31,1.14,43.57,0.0,15.03,14.0,28.0,0.05299612687733168,0.0
7742427,0.0,0.27,-1.67,-15.83,0.0,5.68,14.0,45.0,0.05299612687733168,0.0
7711899,0.0,3.51,-5.43,8.29,0.0,8.53,11.0,43.0,0.05299612687733168,0.0
7685671,0.0,-1.98,3.2,-13.4,0.0,2.27,21.0,35.0,0.05299612687733168,0.0
7671859,0.0,0.65,1.57,-7.71,0.0,5.68,14.0,45.0,0.05299612687733168,0.0
7667539,1.0,3.51,4.2,25.6,0.0,7.76,13.0,32.0,0.05299612687733168,0.0
7667471,0.0,-2.6,4.2,-9.4,1.0,1.64,25.0,68.0,0.05299612687733168,0.0
7644647,0.0,1.93,6.33,17.33,0.0,7.76,13.0,32.0,0.05299612687733168,0.0
7569045,0.0,5.21,4.0,34.4,0.0,8.53,11.0,43.0,0.05299612687733168,0.0
7535715,1.0,-2.63,-9.5,-21.83,0.0,1.97,8.0,10.0,0.05299612687733168,0.0
7499305,0.0,-6.91,-15.57,-63.86,0.0,2.16,4.0,4.0,0.05299612687733168,0.0
7476551,0.0,-7.19,-14.17,-69.33,0.0,3.09,6.0,11.0,0.05299612687733168,0.0
7472399,0.0,-8.0,-17.83,-73.83,0.0,2.27,21.0,35.0,0.05299612687733168,0.0
7334735,1.0,2.2,17.6,7.6,0.0,14.3,4.0,6.0,0.05299612687733168,0.0
7321133,0.0,-6.43,-8.4,-63.0,0.0,5.68,14.0,45.0,0.05299612687733168,0.0
7320497,0.0,-10.65,-21.5,-101.75,0.0,3.09,6.0,11.0,0.05299612687733168,0.0
7316923,1.0,1.32,14.8,-7.6,0.0,14.3,4.0,6.0,0.05299612687733168,0.0
7310179,0.0,16.87,19.8,161.8,1.0,29.66,23.0,41.0,0.05299612687733168,0.0
7299213,0.0,-4.45,-18.2,-64.6,0.0,8.53,11.0,43.0,0.05299612687733168,0.0
7198819,0.0,-0.5,-13.0,-22.0,0.0,8.53,11.0,43.0,0.05299612687733168,0.0
7168659,0.0,-0.57,-12.5,-22.75,0.0,8.53,11.0,43.0,0.05299612687733168,0.0
7165791,1.0,5.19,21.5,41.25,0.0,14.3,4.0,6.0,0.05299612687733168,0.0
7164851,0.0,-3.43,-9.5,-39.75,0.0,5.68,14.0,45.0,0.05299612687733168,0.0
2374675,0.0,-2.78,-2.83,4.17,0.0,5.3,33.0,100.0,0.05280860556781344,0.0
2359823,1.0,-3.16,-9.2,-6.8,0.0,5.49,22.0,63.0,0.05280860556781344,0.0
2358991,0.0,17.07,75.8,139.2,0.0,25.71,44.0,68.0,0.05280860556781344,0.0
2358031,0.0,-4.17,-27.2,-54.8,0.0,4.48,5.0,21.0,0.05280860556781344,0.0
2192003,0.0,-3.04,-4.43,-14.0,0.0,3.14,11.0,25.0,0.05280860556781344,0.0
2190311,0.0,2.42,2.57,39.0,0.0,8.61,17.0,38.0,0.05280860556781344,0.0
2189827,0.0,-0.05,10.6,17.8,0.0,5.3,33.0,100.0,0.05280860556781344,0.0
2188383,1.0,-2.49,-6.43,-19.0,0.0,3.7,10.0,31.0,0.05280860556781344,0.0
2187707,0.0,-1.71,-9.43,-23.0,0.0,4.48,5.0,21.0,0.05280860556781344,0.0
2151915,0.0,-1.0,-5.5,-20.25,0.0,4.48,5.0,21.0,0.05280860556781344,0.0
2144943,0.0,-0.25,1.67,-4.67,0.0,5.6,12.0,19.0,0.05280860556781344,0.0
2114179,-0.5,-1.69,-14.0,-23.5,0.0,8.61,17.0,38.0,0.05280860556781344,0.0
2077143,0.0,-7.26,-28.67,-85.33,0.0,3.7,10.0,31.0,0.05280860556781344,0.0
1921307,0.0,4.61,29.33,81.0,0.0,24.81,29.0,39.0,0.05280860556781344,0.0
1919971,1.0,-12.55,-23.67,-96.0,0.0,5.49,22.0,63.0,0.05280860556781344,0.0
1840091,0.0,-11.69,-17.86,-88.71,0.0,5.49,22.0,63.0,0.05280860556781344,0.0
1839695,0.0,11.52,-2.83,7.83,0.0,30.66,13.0,22.0,0.05280860556781344,0.0
1651651,0.0,7.2,35.14,81.57,0.0,24.81,29.0,39.0,0.05280860556781344,0.0
1636767,0.0,11.1,4.33,2.0,0.0,30.66,13.0,22.0,0.05280860556781344,0.0
1635631,0.0,5.1,4.14,139.57,1.0,22.71,17.0,42.0,0.05280860556781344,0.0
1634591,0.0,-1.51,-0.86,-37.43,0.0,16.1,18.0,21.0,0.05280860556781344,0.0
1634563,0.0,2.14,11.14,3.57,0.0,19.74,11.0,13.0,0.05280860556781344,0.0
1594743,0.5,-8.61,-12.0,-118.5,0.0,5.49,22.0,63.0,0.05280860556781344,0.0
10074623,0.0,-2.81,-1.2,-11.6,0.0,4.27,12.0,17.0,0.1045210778574179,1.0
10005472,0.0,4.74,24.4,38.6,0.0,13.32,44.0,50.0,0.098990890622889,1.0
10036361,-0.5,-1.62,-18.67,-53.5,0.0,5.41,32.0,48.0,0.1392491299135495,1.0
9935632,0.0,2.51,23.5,43.5,0.0,11.19,23.0,38.0,0.12011784634609195,0.0
10070927,0.0,11.12,8.83,142.17,1.0,18.66,25.0,109.0,0.12011784634609195,0.0
10070918,0.0,2.25,-8.44,-43.33,1.0,8.61,13.0,16.0,0.12011784634609195,0.0
10052118,1.0,6.51,-8.0,59.29,1.0,18.66,25.0,109.0,0.12011784634609195,0.0
10015942,0.0,-0.09,41.5,51.0,0.0,10.19,48.0,83.0,0.1392491299135495,1.0
10015992,0.0,3.68,37.5,51.5,0.0,10.19,48.0,83.0,0.1392491299135495,1.0
9996787,1.0,-4.8,-12.2,-36.8,0.0,2.12,27.0,42.0,0.1392491299135495,1.0
9966693,0.0,-4.92,-19.2,-42.8,0.0,2.0,8.0,18.0,0.1392491299135495,1.0
9966831,0.0,1.24,1.5,4.0,0.0,5.43,13.0,40.0,0.11299943906613985,1.0
9958730,0.0,-3.72,-22.71,-60.43,0.0,2.12,27.0,42.0,0.1392491299135495,1.0
10026446,0.0,2.57,2.67,29.17,0.0,13.27,74.0,123.0,0.1392491299135495,1.0
10060506,0.0,-4.98,6.33,-17.33,0.0,6.19,25.0,47.0,0.12011784634609195,0.0
10004735,0.0,2.13,-6.67,-20.33,0.0,11.43,1.0,3.0,0.098990890622889,1.0
9984726,0.0,-1.24,-1.5,-4.0,0.0,2.94,11.0,24.0,0.11299943906613985,1.0
10022711,0.0,-1.94,-7.0,-8.0,0.0,0.74,1.0,2.0,0.098990890622889,1.0
10067530,1.0,2.38,2.67,-17.5,0.0,12.04,23.0,57.0,0.12011784634609195,0.0
10029492,0.0,6.94,-20.33,3.17,1.0,17.63,20.0,37.0,0.1392491299135495,1.0
9977067,0.0,-2.31,2.33,2.67,0.0,7.0,14.0,24.0,0.098990890622889,1.0
10050518,0.0,-2.0,-20.89,-63.0,0.0,9.48,19.0,23.0,0.12011784634609195,0.0
10000462,0.0,-2.2,3.67,7.33,0.0,7.0,14.0,24.0,0.098990890622889,1.0
10051155,0.0,-2.74,-15.0,-91.14,0.0,9.48,19.0,23.0,0.12011784634609195,0.0
9978156,0.0,-0.26,22.2,15.6,0.0,7.12,69.0,106.0,0.1392491299135495,1.0
10048367,0.0,-5.26,-3.56,-20.67,0.0,6.19,25.0,47.0,0.12011784634609195,0.0
10013575,0.0,-0.72,12.5,13.5,0.0,6.13,56.0,72.0,0.098990890622889,1.0
10013699,0.0,-5.9,-26.5,-48.0,0.0,4.38,6.0,6.0,0.1392491299135495,1.0
10048599,0.0,3.75,-2.0,3.88,0.0,15.69,22.0,31.0,0.12011784634609195,0.0
9962563,0.0,6.97,13.33,24.67,0.0,13.71,9.0,10.0,0.11299943906613985,1.0
9962562,0.0,-3.63,-9.67,-15.33,0.0,3.11,2.0,2.0,0.11299943906613985,1.0
9962559,1.0,-6.1,-13.14,-33.57,0.0,1.71,8.0,10.0,0.1045210778574179,1.0
9939888,-0.5,-2.36,-24.0,-43.5,0.0,6.19,25.0,47.0,0.12011784634609195,0.0
10028947,0.0,-5.52,-28.2,-78.6,0.0,5.61,6.0,11.0,0.1392491299135495,1.0
10068025,0.0,-6.67,1.67,-38.5,0.0,3.0,33.0,82.0,0.12011784634609195,0.0
10068149,0.0,4.84,6.0,95.67,1.0,18.66,25.0,109.0,0.12011784634609195,0.0
10067761,0.0,-7.97,-9.0,-43.5,0.0,3.43,19.0,33.0,0.12011784634609195,0.0
10029711,0.0,0.36,-24.33,-20.83,0.0,11.06,14.0,21.0,0.1392491299135495,1.0
10079732,0.0,11.02,30.44,78.78,0.0,20.76,57.0,128.0,0.12011784634609195,0.0
10079732,0.0,11.02,30.44,78.78,0.0,20.76,1.0,1.0,0.12011784634609195,0.0
10061878,0.0,11.67,29.3,73.8,0.0,20.76,57.0,128.0,0.12011784634609195,0.0
10061878,0.0,11.67,29.3,73.8,0.0,20.76,1.0,1.0,0.12011784634609195,0.0
10071223,0.0,-5.59,-19.44,-57.33,0.0,0.77,1.0,1.0,0.12011784634609195,0.0
10012354,0.5,-4.72,-6.25,-20.75,0.0,2.9,1.0,1.0,0.098990890622889,1.0
10034893,0.0,3.66,10.0,6.75,0.0,11.62,25.0,50.0,0.1392491299135495,1.0
9971468,0.0,0.72,-12.5,-13.5,0.0,7.57,16.0,23.0,0.098990890622889,1.0
9967196,-1.0,-5.38,-44.8,-90.4,0.0,2.0,8.0,18.0,0.1392491299135495,1.0
9967028,0.0,5.88,22.2,79.6,0.0,13.27,74.0,123.0,0.1392491299135495,1.0
10034292,0.5,0.17,38.17,46.83,0.0,7.12,69.0,106.0,0.1392491299135495,1.0
10020752,0.0,1.95,7.0,8.5,0.0,3.92,15.0,18.0,0.098990890622889,1.0
10072508,0.0,1.52,7.83,10.17,0.0,9.06,29.0,41.0,0.12011784634609195,0.0
10072587,0.0,-3.36,10.56,6.67,0.0,3.0,33.0,82.0,0.12011784634609195,0.0
9925808,0.0,1.2,25.29,28.43,0.0,7.12,69.0,106.0,0.1392491299135495,1.0
10004084,0.0,2.23,-7.33,-22.67,0.0,11.43,1.0,3.0,0.098990890622889,1.0
10020342,0.0,-1.95,-7.0,-8.5,0.0,0.74,1.0,2.0,0.098990890622889,1.0
10020341,0.0,-1.09,-4.0,-5.33,0.0,0.74,2.0,2.0,0.098990890622889,1.0
10055841,1.0,0.59,-18.56,-53.67,0.0,12.04,23.0,57.0,0.12011784634609195,0.0
9992041,0.0,-0.79,5.0,-1.67,0.0,2.74,20.0,27.0,0.11299943906613985,1.0
9962943,0.0,1.33,2.0,2.0,0.0,5.97,3.0,3.0,0.11703061858798038,1.0
9968539,0.0,4.7,11.8,18.2,0.0,11.62,25.0,50.0,0.1392491299135495,1.0
9931918,0.0,-0.94,-1.67,-16.67,0.0,6.09,8.0,9.0,0.1045210778574179,1.0
10061210,0.0,-5.76,-14.0,-67.0,0.0,3.43,19.0,33.0,0.12011784634609195,0.0
10047887,0.0,10.25,-3.56,31.33,1.0,21.7,31.0,65.0,0.12011784634609195,0.0
10036684,1.0,-1.31,-17.2,-39.8,0.0,5.61,6.0,11.0,0.1392491299135495,1.0
10068075,0.0,8.31,8.5,44.5,0.0,19.41,23.0,46.0,0.12011784634609195,0.0
9963534,0.0,-3.75,-11.2,-24.6,0.0,3.32,1.0,3.0,0.1045210778574179,1.0
9963533,0.0,2.58,5.8,-5.6,0.0,9.66,14.0,23.0,0.1045210778574179,1.0
9963438,-0.5,-4.56,-10.0,-35.0,0.0,3.32,1.0,3.0,0.1045210778574179,1.0
9944451,1.0,-4.63,-17.67,-45.0,0.0,2.12,27.0,42.0,0.1392491299135495,1.0
9961401,0.0,0.09,-4.17,-25.0,0.0,8.97,14.0,18.0,0.1045210778574179,1.0
9960991,0.0,-6.55,-15.8,-42.8,0.0,2.34,11.0,17.0,0.1045210778574179,1.0
9960990,0.0,0.76,7.2,-13.8,0.0,9.66,14.0,23.0,0.1045210778574179,1.0
9960989,0.0,6.33,12.2,50.2,0.0,15.22,13.0,34.0,0.1045210778574179,1.0
9960988,0.0,-3.14,-8.0,-39.75,0.0,5.3,10.0,13.0,0.1045210778574179,1.0
9960987,0.0,-1.61,-5.17,-28.0,0.0,5.3,10.0,13.0,0.1045210778574179,1.0
9960986,0.0,-4.97,-12.71,-34.0,0.0,2.34,11.0,17.0,0.1045210778574179,1.0
9960985,1.0,5.2,8.29,49.0,0.0,12.51,17.0,43.0,0.1045210778574179,1.0
9960984,0.0,7.91,13.29,57.0,0.0,15.22,13.0,34.0,0.1045210778574179,1.0
9960983,0.0,-2.76,-0.8,-11.0,0.0,4.27,12.0,17.0,0.1045210778574179,1.0
9960982,0.0,-3.7,-11.8,-25.0,0.0,3.32,1.0,3.0,0.1045210778574179,1.0
10076491,0.0,6.61,17.3,37.8,0.0,15.69,22.0,31.0,0.12011784634609195,0.0
10055427,0.0,-5.38,-33.56,-71.67,0.0,6.07,11.0,18.0,0.12011784634609195,0.0
9990320,1.0,0.18,4.33,17.67,0.0,9.49,3.0,3.0,0.098990890622889,1.0
10011949,-0.5,3.86,-5.25,-15.5,0.0,11.43,1.0,3.0,0.098990890622889,1.0
10050120,0.0,-0.75,39.0,52.88,0.0,11.19,23.0,38.0,0.12011784634609195,0.0
10067331,0.0,-8.11,-19.33,-72.5,0.0,1.56,11.0,16.0,0.12011784634609195,0.0
10043207,1.0,0.1,-20.0,-60.13,0.0,12.04,23.0,57.0,0.12011784634609195,0.0
10043198,0.0,9.76,-12.0,15.88,1.0,21.7,31.0,65.0,0.12011784634609195,0.0
10043354,1.0,-2.27,-31.0,-71.13,0.0,9.68,4.0,4.0,0.12011784634609195,0.0
9968072,0.0,6.34,36.8,101.2,0.0,13.27,74.0,123.0,0.1392491299135495,1.0
10027088,0.0,2.34,10.2,38.8,0.0,13.27,74.0,123.0,0.1392491299135495,1.0
9934592,0.0,-1.77,-43.8,-89.4,0.0,5.61,6.0,11.0,0.1392491299135495,1.0
9990626,1.0,1.94,-1.33,9.0,0.0,5.43,13.0,40.0,0.11299943906613985,1.0
10071880,0.0,5.68,10.56,9.67,0.0,12.04,23.0,57.0,0.12011784634609195,0.0
10071698,0.0,-4.93,-12.44,-50.33,0.0,1.43,11.0,11.0,0.12011784634609195,0.0
10014186,0.0,7.35,-12.5,14.0,1.0,17.63,20.0,37.0,0.1392491299135495,1.0
10048862,0.0,-5.75,-7.0,-31.13,0.0,6.19,25.0,47.0,0.12011784634609195,0.0
10049285,0.0,-5.88,-32.0,-69.13,0.0,6.07,11.0,18.0,0.12011784634609195,0.0
8810737,0.0,2.54,16.0,34.5,0.0,7.24,25.0,30.0,0.05014131403081915,0.0
7311337,-1.0,-1.7,0.67,-11.89,0.0,5.69,12.0,19.0,0.15629165544409984,0.0
7305323,0.0,-1.53,-3.33,-36.33,1.0,3.76,28.0,66.0,0.055509589000152,0.0
7274947,0.0,-1.73,-4.0,-35.0,1.0,3.76,28.0,66.0,0.055509589000152,0.0
7264853,0.5,-2.46,-5.0,-50.5,0.0,3.91,21.0,24.0,0.055509589000152,0.0
2171927,-0.5,-4.72,-16.75,-47.75,0.0,1.53,15.0,18.0,0.04120671821916944,0.0
2168627,-0.5,-1.46,-1.75,1.25,0.0,4.8,17.0,83.0,0.04120671821916944,0.0
2168587,0.5,5.97,8.0,43.0,1.0,15.32,28.0,90.0,0.04120671821916944,0.0
998491,-1.0,0.31,-0.8,3.4,0.0,10.22,13.0,32.0,0.15629165544409984,0.0
9957686,0.0,-2.78,-4.83,-17.33,0.0,6.56,12.0,25.0,0.15629165544409984,0.0
9959545,0.0,3.55,7.5,11.5,0.0,10.17,16.0,26.0,0.1870558333068928,0.0
9959897,0.0,-2.0,-9.67,-12.17,0.0,6.83,15.0,27.0,0.1870558333068928,0.0
9960057,0.0,1.72,3.0,5.0,0.0,10.17,16.0,26.0,0.1870558333068928,0.0
9973178,0.0,-4.59,-18.0,-44.83,0.0,3.13,9.0,24.0,0.07469326281735454,1.0
9962253,0.0,-7.22,-5.5,-16.5,1.0,4.23,7.0,10.0,0.15629165544409984,0.0
9980802,0.0,-1.15,-5.67,-22.78,1.0,4.23,7.0,10.0,0.15629165544409984,0.0
9962251,0.0,-6.23,-9.0,-22.67,1.0,0.74,1.0,1.0,0.01936885134953372,1.0
10047106,0.0,7.3,12.67,59.67,1.0,22.77,42.0,96.0,0.05571220709899239,0.0
10029015,0.0,1.69,10.25,11.25,0.0,14.67,24.0,33.0,0.05868627794019631,1.0
10008674,0.0,5.61,2.36,50.5,1.0,15.73,18.0,35.0,0.07469326281735454,1.0
10008339,1.0,-7.0,-1.33,-20.0,1.0,3.14,23.0,52.0,0.07469326281735454,1.0
10008327,0.0,2.56,-0.75,29.5,0.0,14.28,16.0,38.0,0.07469326281735454,1.0
10000849,0.0,-0.18,-7.5,-28.0,0.0,16.99,15.0,20.0,0.05868627794019631,1.0
9980976,-1.0,6.3,4.33,41.22,1.0,11.68,12.0,37.0,0.15629165544409984,0.0
9999245,0.0,0.26,-12.0,-60.75,0.0,17.54,7.0,7.0,0.05868627794019631,1.0
9962389,0.0,9.58,8.25,19.0,1.0,18.64,13.0,15.0,0.1870558333068928,0.0
9962388,0.0,2.13,3.0,2.33,0.0,8.01,10.0,20.0,0.1870558333068928,0.0
9962259,1.0,2.19,2.25,6.25,0.0,13.64,28.0,42.0,0.15629165544409984,0.0
9962258,1.0,-5.58,-11.5,-31.5,0.0,5.84,9.0,21.0,0.15629165544409984,0.0
9962257,-0.5,3.0,10.5,1.75,0.0,15.36,25.0,32.0,0.15629165544409984,0.0
9962256,-0.5,-0.68,-5.5,8.75,1.0,11.68,12.0,37.0,0.15629165544409984,0.0
9962255,0.5,2.43,3.0,6.5,0.0,13.64,28.0,42.0,0.15629165544409984,0.0
9962254,0.0,-1.3,4.0,6.0,1.0,9.24,19.0,54.0,0.15629165544409984,0.0
9962252,0.0,7.56,5.5,17.0,0.0,18.69,13.0,19.0,0.15629165544409984,0.0
9962250,1.0,1.49,5.4,8.2,0.0,9.59,13.0,21.0,0.01936885134953372,1.0
9912448,0.0,-3.48,-7.33,-23.33,0.0,5.84,9.0,21.0,0.15629165544409984,0.0
9931920,-1.0,0.11,4.5,8.25,0.0,6.83,15.0,27.0,0.1870558333068928,0.0
10007077,0.0,3.68,-0.3,40.0,1.0,15.73,18.0,35.0,0.07469326281735454,1.0
9970535,0.0,6.05,60.71,91.43,0.0,13.54,81.0,108.0,0.07469326281735454,1.0
9975484,1.0,-7.06,-22.0,-51.67,1.0,3.14,23.0,52.0,0.07469326281735454,1.0
10057520,0.0,7.37,12.0,61.67,1.0,22.77,42.0,96.0,0.05571220709899239,0.0
9919111,0.0,-0.08,0.67,6.33,1.0,9.24,19.0,54.0,0.15629165544409984,0.0
9999180,0.5,-9.99,-11.5,-32.5,0.0,2.73,10.0,18.0,0.07469326281735454,1.0
10004838,1.0,-8.2,-16.33,-48.83,0.0,3.21,3.0,3.0,0.07469326281735454,1.0
9974782,0.0,-4.99,-17.0,-48.83,0.0,2.73,10.0,18.0,0.07469326281735454,1.0
10020310,1.0,-7.41,-13.33,-42.0,0.0,2.73,10.0,18.0,0.07469326281735454,1.0
9914252,-1.0,1.67,3.25,-6.0,0.0,11.53,15.0,25.0,0.15629165544409984,0.0
10005163,0.0,-4.02,5.25,4.5,0.0,7.7,22.0,45.0,0.07469326281735454,1.0
10029439,0.0,-5.67,-2.67,-24.67,0.0,7.13,18.0,31.0,0.05868627794019631,1.0
10014336,0.0,-7.05,-12.64,-41.5,0.0,3.08,10.0,14.0,0.07469326281735454,1.0
9959380,0.0,-2.75,-9.33,-17.0,1.0,4.1,6.0,7.0,0.1870558333068928,0.0
10031260,0.0,0.03,3.0,-24.75,0.0,17.31,25.0,39.0,0.05868627794019631,1.0
9927318,1.0,13.99,15.25,73.25,0.0,26.97,48.0,120.0,0.05868627794019631,1.0
10064341,0.5,-7.12,-18.5,-38.5,0.0,4.49,11.0,39.0,0.05571220709899239,0.0
10011309,-1.0,7.35,17.7,27.0,0.0,19.41,28.0,38.0,0.07469326281735454,1.0
9992340,0.0,1.65,0.5,1.0,0.0,7.3,8.0,9.0,0.07469326281735454,1.0
10005444,0.0,-2.3,-7.6,-11.6,0.0,7.1,13.0,13.0,0.1870558333068928,0.0
9985945,0.0,-0.83,-2.33,-8.89,0.0,6.56,12.0,25.0,0.15629165544409984,0.0
10021291,1.0,-5.99,-8.86,-33.86,0.0,3.13,9.0,24.0,0.07469326281735454,1.0
9980173,0.0,-5.67,-10.33,-43.33,0.0,7.18,9.0,13.0,0.05868627794019631,1.0
9963370,0.0,-0.69,-9.4,-5.4,0.0,8.01,10.0,20.0,0.1870558333068928,0.0
9963369,0.0,-4.71,32.0,25.67,0.0,3.57,48.0,48.0,0.1870558333068928,0.0
9963368,1.0,0.89,7.4,4.8,0.0,10.17,16.0,26.0,0.1870558333068928,0.0
9963530,0.0,0.83,2.33,15.0,1.0,7.62,12.0,27.0,0.01936885134953372,1.0
9963529,0.5,-0.99,-0.5,-7.5,1.0,5.19,10.0,18.0,0.01936885134953372,1.0
9963526,0.0,0.77,-0.6,0.4,0.0,10.17,16.0,26.0,0.1870558333068928,0.0
9982546,0.0,6.26,9.67,32.11,0.0,13.64,28.0,42.0,0.15629165544409984,0.0
9982374,-1.0,2.01,0.71,13.57,0.0,10.22,13.0,32.0,0.15629165544409984,0.0
9982817,0.0,3.66,5.0,18.5,0.0,13.64,28.0,42.0,0.15629165544409984,0.0
9968563,0.0,-2.9,-3.8,-20.6,0.0,1.82,10.0,20.0,0.15629165544409984,0.0
10009070,0.0,-3.64,12.0,9.67,0.0,7.36,30.0,39.0,0.07469326281735454,1.0
10009231,0.0,-7.39,-16.64,-46.5,0.0,2.73,7.0,14.0,0.07469326281735454,1.0
9981910,-1.0,-6.39,-9.29,-30.43,0.0,1.82,10.0,20.0,0.15629165544409984,0.0
9963234,0.0,7.48,2.2,10.8,0.0,14.63,6.0,6.0,0.01936885134953372,1.0
9963232,-1.0,2.33,3.75,20.75,1.0,7.62,12.0,27.0,0.01936885134953372,1.0
9963231,0.0,2.19,1.75,-4.25,0.0,7.48,10.0,14.0,0.01936885134953372,1.0
9963230,1.0,-0.3,2.6,3.2,1.0,5.19,10.0,18.0,0.01936885134953372,1.0
9963229,0.0,-3.19,-5.25,-12.25,0.0,2.5,7.0,9.0,0.01936885134953372,1.0
9963228,-1.0,4.51,8.33,5.0,0.0,11.3,20.0,24.0,0.01936885134953372,1.0
10055129,0.0,-10.57,-17.33,-65.33,0.0,4.89,29.0,70.0,0.05571220709899239,0.0
9962777,0.0,-1.62,-3.2,-3.4,1.0,9.24,19.0,54.0,0.15629165544409984,0.0
9991918,1.0,4.52,6.2,32.4,1.0,9.24,19.0,54.0,0.15629165544409984,0.0
10076293,-1.0,0.67,4.5,-14.5,1.0,22.77,42.0,96.0,0.05571220709899239,0.0
10074999,1.0,-0.67,-4.5,14.5,1.0,21.42,40.0,78.0,0.05571220709899239,0.0
10020256,0.0,0.46,2.67,-5.0,0.0,10.61,16.0,21.0,0.07469326281735454,1.0
9984161,-1.0,3.51,2.89,33.33,0.0,8.88,15.0,44.0,0.15629165544409984,0.0
9983789,0.0,-1.54,-4.33,-7.89,0.0,5.84,9.0,21.0,0.15629165544409984,0.0
9971530,0.0,-1.65,-0.5,-1.0,0.0,4.0,2.0,2.0,0.07469326281735454,1.0
9988421,0.0,-2.14,-8.67,-29.78,0.0,3.24,3.0,3.0,0.15629165544409984,0.0
10020787,0.0,-5.84,-7.75,-30.75,0.0,7.13,18.0,31.0,0.05868627794019631,1.0
10026989,0.0,-9.83,-17.75,-53.75,0.0,3.14,10.0,10.0,0.05868627794019631,1.0
10006828,0.0,2.22,-2.3,21.0,0.0,14.28,16.0,38.0,0.07469326281735454,1.0
9967766,0.0,0.31,4.33,-6.78,0.0,5.69,12.0,19.0,0.15629165544409984,0.0
10021812,0.0,2.17,-14.0,-17.83,0.0,9.9,7.0,17.0,0.07469326281735454,1.0
10003478,0.0,-4.76,-13.3,-46.0,0.0,7.3,8.0,9.0,0.07469326281735454,1.0
10003198,1.0,-0.23,-6.64,-9.5,0.0,9.9,7.0,17.0,0.07469326281735454,1.0
9971130,1.0,-2.16,-7.3,-19.0,0.0,9.9,7.0,17.0,0.07469326281735454,1.0
10047389,0.0,3.27,4.67,5.67,0.0,18.73,23.0,48.0,0.05571220709899239,0.0
9976185,0.0,4.07,-24.0,-3.67,0.0,14.28,16.0,38.0,0.07469326281735454,1.0
10066156,0.0,7.46,17.67,73.67,1.0,22.77,42.0,96.0,0.05571220709899239,0.0
10066273,-0.5,7.12,18.5,38.5,0.0,18.73,23.0,48.0,0.05571220709899239,0.0
